PLAYER,POSITION,TEAM,POINTS_FD,POINTS_DK,SALARY_FD,SALARY_DK,RUN_ATT,RUN_YDS,RUN_TDS,REC_ATT,REC_YDS,REC_TDS,PASS_YDS,PASS_TDS,PASS_INT
Devine Ozigbo,RB,NO,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Jace Sternberger,TE,WSH,0,0,4000,2500,0,0,0,0,0,0,0,0,0
Cam Sims,WR,WSH,0,0,4700,3000,0,0,0,0,0,0,0,0,0
Khari Blasingame,RB,TEN,0,0,4500,4000,0,0,0,0,0,0,0,0,0
David Blough,QB,DET,0,0,6000,4500,0,0,0,0,0,0,0,0,0
Ryan Nall,RB,CHI,0,0,4700,4000,0,0,0,0,0,0,0,0,0
Ryan Griffin,QB,TB,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Jerry Jeudy,WR,DEN,0,0,5500,5000,0,0,0,0,0,0,0,0,0
Clyde Edwards-Helaire,RB,KC,0,0,5500,5400,0,0,0,0,0,0,0,0,0
Ke'Shawn Vaughn,RB,TB,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Devin Asiasi,TE,NE,0,0,4100,2500,0,0,0,0,0,0,0,0,0
La'Mical Perine,RB,NYJ,0,0,4600,4000,0,0,0,0,0,0,0,0,0
Chris Streveler,QB,ARI,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Malik Taylor,WR,GB,0,0,4500,3000,0,0,0,0,0,0,0,0,0
LeVante Bellamy,RB,DEN,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Brett Rypien,QB,DEN,0,0,6000,4000,0,0,0,0,0,0,0,0,0
P.J. Walker,QB,CAR,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Colin Thompson,TE,CAR,0,0,4000,2500,0,0,0,0,0,0,0,0,0
Malcolm Perry,WR,NE,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Eno Benjamin,RB,ARI,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Logan Woodside,QB,TEN,0,0,6000,4100,0,0,0,0,0,0,0,0,0
Scottie Phillips,RB,HOU,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Tyler Huntley,QB,BAL,0,0,6100,4000,0,0,0,0,0,0,0,0,0
Dominique Dafney,TE,GB,0,0,4000,2500,0,0,0,0,0,0,0,0,0
John Wolford,QB,LA,0,0,6100,4000,0,0,0,0,0,0,0,0,0
Tony Jones Jr.,RB,NO,0,0,4700,4000,0,0,0,0,0,0,0,0,0
Kadarius Toney,WR,NYG,0,0,6000,5200,0,0,0,0,0,0,0,0,0
Trey Lance,QB,SF,0,0,7200,5800,0,0,0,0,0,0,0,0,0
Terrace Marshall Jr.,WR,CAR,0,0,4800,3200,0,0,0,0,0,0,0,0,0
Jordan Love,QB,GB,0,0,6000,4200,0,0,0,0,0,0,0,0,0
D'Wayne Eskridge,WR,SEA,0,0,4700,,0,0,0,0,0,0,0,0,0
Jake Funk,RB,LA,0,0,4700,4000,0,0,0,0,0,0,0,0,0
Giovanni Ricci,RB,CAR,0,0,4000,4000,0,0,0,0,0,0,0,0,0
Parker Hesse,TE,ATL,0,0,4000,2500,0,0,0,0,0,0,0,0,0
Spencer Brown,RB,CAR,0,0,,4000,0,0,0,0,0,0,0,0,0
Ben Skowronek,WR,LA,0,0,4500,3000,0,0,0,0,0,0,0,0,0
Gerrid Doaks,RB,MIA,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Tampa Bay D/ST,DST,TB,9.13,9.13,4400,4000,,,,,,,,,
New Orleans D/ST,DST,NO,8.84,8.84,4700,3400,,,,,,,,,
Los Angeles Rams D/ST,DST,LA,8.76,8.76,4900,5000,,,,,,,,,
New England D/ST,DST,NE,8.54,8.54,4800,3400,,,,,,,,,
Green Bay D/ST,DST,GB,8,8,4100,3300,,,,,,,,,
Carolina D/ST,DST,CAR,8,8,4500,3500,,,,,,,,,
Cleveland D/ST,DST,CLE,7.51,7.51,3500,3000,,,,,,,,,
Baltimore D/ST,DST,BAL,7.29,7.29,4300,2900,,,,,,,,,
Denver D/ST,DST,DEN,6.83,6.83,4500,3100,,,,,,,,,
New York Giants D/ST,DST,NYG,6.78,6.78,3600,2500,,,,,,,,,
Las Vegas D/ST,DST,LV,6.7,6.7,4200,3000,,,,,,,,,
Seattle D/ST,DST,SEA,6.46,6.46,3600,2900,,,,,,,,,
San Francisco D/ST,DST,SF,6.25,6.25,4000,3200,,,,,,,,,
Philadelphia D/ST,DST,PHI,6.2,6.2,3500,2300,,,,,,,,,
Atlanta D/ST,DST,ATL,5.7,5.7,3900,2700,,,,,,,,,
Kansas City D/ST,DST,KC,5.71,5.71,3400,2600,,,,,,,,,
Cincinnati D/ST,DST,CIN,5.31,5.31,3500,2800,,,,,,,,,
New York Jets D/ST,DST,NYJ,5.13,5.13,3300,2400,,,,,,,,,
Miami D/ST,DST,MIA,5.03,5.03,4000,3200,,,,,,,,,
Indianapolis D/ST,DST,IND,5,5,4500,3000,,,,,,,,,
Chicago D/ST,DST,CHI,3.93,3.93,3700,2800,,,,,,,,,
Tennessee D/ST,DST,TEN,3.84,3.84,3200,2100,,,,,,,,,
Washington D/ST,DST,WSH,3.75,3.75,3800,2200,,,,,,,,,
Houston D/ST,DST,HOU,3.64,3.64,3000,2000,,,,,,,,,
Detroit D/ST,DST,DET,2.55,2.55,3100,2100,,,,,,,,,
