PLAYER,POSITION,TEAM,POINTS_FD,POINTS_DK,SALARY_FD,SALARY_DK,RUN_ATT,RUN_YDS,RUN_TDS,REC_ATT,REC_YDS,REC_TDS,PASS_YDS,PASS_TDS,PASS_INT
Cameron Batson,WR,TEN,0.07,0.1,4500,3000,0,0,0,0.05,0.48,0,0,0,0
Damion Ratley,WR,DET,0.08,0.11,4500,,0,0,0,0.05,0.57,0,0,0,0
Dontrell Hilliard,RB,HOU,0.08,0.1,4500,,0.04,0.15,0,0.05,0.35,0,0,0,0
J.J. Arcega-Whiteside,WR,PHI,0.07,0.09,4500,3000,0,0,0,0.04,0.54,0,0,0,0
Steven Sims,WR,PIT,0.08,0.1,4500,3200,0,0,0,0.05,0.5,0,0,0,0
J.P. Holtz,TE,CHI,0.07,0.1,4000,2500,0,0,0,0.05,0.49,0,0,0,0
Bisi Johnson,WR,MIN,0.07,0.09,4500,3000,0,0,0,0.04,0.49,0,0,0,0
Deon Yelder,TE,TEN,0.07,0.1,4000,,0,0,0,0.05,0.46,0,0,0,0
Keelan Doss,WR,LV,0.07,0.09,4500,,0,0,0,0.04,0.53,0,0,0,0
Stanley Morgan Jr.,WR,CIN,0.07,0.09,4500,,0,0,0,0.04,0.54,0,0,0,0
Jesper Horsted,TE,CHI,0.07,0.1,4000,2500,0,0,0,0.05,0.49,0,0,0,0
Travis Fulgham,WR,PHI,0.07,0.09,4500,3700,0,0,0,0.04,0.53,0,0,0,0
Devin Asiasi,TE,NE,0.06,0.08,4100,2500,0,0,0,0.04,0.44,0,0,0,0
La'Mical Perine,RB,NYJ,0.08,0.1,4600,4000,0.05,0.2,0,0.05,0.34,0,0,0,0
Tyrie Cleveland,WR,DEN,0.08,0.1,4500,3000,0,0,0,0.05,0.5,0,0,0,0
Terry Godwin,WR,JAC,0.08,0.11,4500,3000,0,0,0,0.05,0.58,0,0,0,0
Brandon Dillon,TE,MIN,0.07,0.09,4000,2500,0,0,0,0.04,0.47,0,0,0,0
Hunter Bryant,TE,DET,0.08,0.1,4000,2500,0,0,0,0.05,0.53,0,0,0,0
Jared Pinkney,TE,DET,0.08,0.1,,,0,0,0,0.05,0.52,0,0,0,0
Lee Smith,TE,ATL,0.07,0.09,4100,2500,0,0,0,0.05,0.43,0,0,0,0
Alfred Morris,RB,NYG,0.08,0.1,4500,,0.05,0.21,0,0.05,0.3,0,0,0,0
Richard Rodgers,TE,PHI,0.07,0.09,4300,,0,0,0,0.04,0.5,0,0,0,0
Jesse James,TE,CHI,0.07,0.09,4200,2600,0,0,0,0.04,0.48,0,0,0,0
Daniel Brown,TE,NYJ,0.07,0.1,4000,2500,0,0,0,0.05,0.48,0,0,0,0
Tajae Sharpe,WR,ATL,0.07,0.09,4500,3000,0,0,0,0.04,0.53,0,0,0,0
Nick Vannett,TE,NO,0.07,0.09,4000,2500,0,0,0,0.04,0.47,0,0,0,0
Josh Reynolds,WR,TEN,0.07,0.09,4500,3000,0,0,0,0.04,0.48,0,0,0,0
Mack Hollins,WR,MIA,0.07,0.09,4500,3000,0,0,0,0.04,0.47,0,0,0,0
Adam Shaheen,TE,MIA,0.07,0.09,4100,2500,0,0,0,0.05,0.44,0,0,0,0
Jacob Hollister,TE,JAC,0.07,0.1,4000,2600,0,0,0,0.05,0.49,0,0,0,0
Matt Slater,WR,NE,0.07,0.09,4500,3000,0,0,0,0.04,0.46,0,0,0,0
Luke Stocker,TE,TEN,0.06,0.08,4000,,0,0,0,0.04,0.39,0,0,0,0
Taiwan Jones,RB,BUF,0.07,0.09,4500,4000,0,0,0,0.05,0.44,0,0,0,0
Derek Carrier,TE,LV,0.06,0.08,4000,2500,0,0,0,0.04,0.44,0,0,0,0
Jakeem Grant,WR,MIA,0.07,0.09,4500,3100,0.01,0.03,0,0.04,0.44,0,0,0,0
John Ross,WR,NYG,0.06,0.08,4600,3000,0,0,0,0.04,0.44,0,0,0,0
Ryan Switzer,WR,CLE,0.06,0.08,4500,3000,0,0,0,0.04,0.42,0,0,0,0
Antony Auclair,TE,HOU,0.06,0.08,4000,2500,0,0,0,0.04,0.44,0,0,0,0
Dante Pettis,WR,NYG,0.07,0.09,4500,3000,0,0,0,0.04,0.5,0,0,0,0
Brandon Zylstra,WR,CAR,0.06,0.08,4500,3000,0,0,0,0.04,0.44,0,0,0,0
Gunner Olszewski,WR,NE,0.07,0.09,4500,3100,0,0,0,0.04,0.47,0,0,0,0
Ashton Dulin,WR,IND,0.06,0.08,4500,3000,0,0,0,0.04,0.44,0,0,0,0
Greg Ward,WR,PHI,0.06,0.08,4500,3000,0,0,0,0.04,0.42,0,0,0,0
James Proche,WR,BAL,0.06,0.08,4600,3000,0,0,0,0.04,0.44,0,0,0,0
De'Michael Harris,WR,IND,0.07,0.09,4500,3000,0,0,0,0.04,0.45,0,0,0,0
Colin Thompson,TE,CAR,0.06,0.08,4000,2500,0,0,0,0.04,0.37,0,0,0,0
Malcolm Perry,WR,NE,0.07,0.09,4500,4000,0,0,0,0.04,0.46,0,0,0,0
Scottie Phillips,RB,HOU,0.07,0.1,4500,4000,0.04,0.15,0,0.05,0.33,0,0,0,0
Tommy Tremble,TE,CAR,0.06,0.08,,2500,0,0,0,0.04,0.37,0,0,0,0
Andre Roberts,WR,HOU,0.06,0.07,4500,3000,0,0,0,0.03,0.41,0,0,0,0
Jakob Johnson,RB,NE,0.06,0.08,4500,4000,0,0,0,0.05,0.3,0,0,0,0
Khari Blasingame,RB,TEN,0.06,0.09,4500,4000,0,0,0,0.05,0.35,0,0,0,0
Cullen Gillaspia,RB,NYG,0.06,0.08,4500,4000,0,0,0,0.05,0.3,0,0,0,0
Dwayne Washington,RB,NO,0.02,0.02,4500,4000,0.06,0.24,0,0,0,0,0,0,0
Joe Flacco,QB,PHI,0,0,6300,4000,0,0,0,0,0,0,0,0,0
Chad Henne,QB,KC,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,QB,WSH,0,0,6700,5300,0,0,0,0,0,0,0,0,0
Brian Hoyer,QB,NE,0,0,,,0,0,0,0,0,0,0,0,0
Colt McCoy,QB,ARI,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Chase Daniel,QB,LAC,0,0,6100,4000,0,0,0,0,0,0,0,0,0
Blaine Gabbert,QB,TB,0,0,6000,4100,0,0,0,0,0,0,0,0,0
Nick Foles,QB,CHI,0,0,6000,4000,0,0,0,0,0,0,0,0,0
T.Y. Hilton,WR,IND,0,0,5000,4500,0,0,0,0,0,0,0,0,0
Geno Smith,QB,SEA,0,0,6100,4300,0,0,0,0,0,0,0,0,0
Le'Veon Bell,RB,BAL,0,0,5200,4500,0,0,0,0,0,0,0,0,0
Mike Glennon,QB,NYG,0,0,6100,4000,0,0,0,0,0,0,0,0,0
Case Keenum,QB,CLE,0,0,6200,4500,0,0,0,0,0,0,0,0,0
Marcus Mariota,QB,LV,0,0,6200,4800,0,0,0,0,0,0,0,0,0
Nick Boyle,TE,BAL,0,0,4200,2500,0,0,0,0,0,0,0,0,0
Tyrell Williams,WR,DET,0,0,5300,4400,0,0,0,0,0,0,0,0,0
Sean Mannion,QB,SEA,0,0,6000,,0,0,0,0,0,0,0,0,0
Will Fuller,WR,MIA,0,0,5700,4800,0,0,0,0,0,0,0,0,0
Michael Thomas,WR,NO,0,0,6000,6500,0,0,0,0,0,0,0,0,0
Jalen Richard,RB,LV,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Jacoby Brissett,QB,MIA,0,0,6300,4000,0,0,0,0,0,0,0,0,0
Jake Lampman,WR,NO,0,0,,,0,0,0,0,0,0,0,0,0
Mitchell Trubisky,QB,BUF,0,0,6300,5000,0,0,0,0,0,0,0,0,0
Deshaun Watson,QB,HOU,0,0,6500,6600,0,0,0,0,0,0,0,0,0
Evan Engram,TE,NYG,0,0,5100,3900,0,0,0,0,0,0,0,0,0
Curtis Samuel,WR,WSH,0,0,5000,3000,0,0,0,0,0,0,0,0,0
Tarik Cohen,RB,CHI,0,0,4600,4000,0,0,0,0,0,0,0,0,0
C.J. Beathard,QB,JAC,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Cooper Rush,QB,DAL,0,0,6000,4100,0,0,0,0,0,0,0,0,0
Nathan Peterman,QB,LV,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Josh Rosen,QB,ATL,0,0,6000,4100,0,0,0,0,0,0,0,0,0
Michael Gallup,WR,DAL,0,0,5000,4900,0,0,0,0,0,0,0,0,0
Rashaad Penny,RB,SEA,0,0,4600,4000,0,0,0,0,0,0,0,0,0
Tre'Quan Smith,WR,NO,0,0,5500,4800,0,0,0,0,0,0,0,0,0
Justin Watson,WR,TB,0,0,4500,3000,0,0,0,0,0,0,0,0,0
Joshua Dobbs,QB,PIT,0,0,6000,,0,0,0,0,0,0,0,0,0
Nick Mullens,QB,PHI,0,0,6000,,0,0,0,0,0,0,0,0,0
Jeff Wilson,RB,SF,0,0,5000,4000,0,0,0,0,0,0,0,0,0
Miles Boykin,WR,BAL,0,0,4500,3000,0,0,0,0,0,0,0,0,0
N'Keal Harry,WR,NE,0,0,5000,3000,0,0,0,0,0,0,0,0,0
Josh Jacobs,RB,LV,0,0,6500,6000,0,0,0,0,0,0,0,0,0
Dwayne Haskins,QB,PIT,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Drew Lock,QB,DEN,0,0,6300,4800,0,0,0,0,0,0,0,0,0
Jalen Hurd,WR,SF,0,0,4500,3000,0,0,0,0,0,0,0,0,0
Damarea Crockett,RB,DEN,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Gardner Minshew,QB,PHI,0,0,6200,4900,0,0,0,0,0,0,0,0,0
Mason Rudolph,QB,PIT,0,0,6100,4400,0,0,0,0,0,0,0,0,0
Jarrett Stidham,QB,NE,0,0,6000,4400,0,0,0,0,0,0,0,0,0
Tim Boyle,QB,DET,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Brandon Allen,QB,CIN,0,0,6200,4000,0,0,0,0,0,0,0,0,0
David Blough,QB,DET,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Ryan Griffin,QB,TB,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Will Grier,QB,DAL,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Jerry Jeudy,WR,DEN,0,0,4500,5100,0,0,0,0,0,0,0,0,0
Anthony McFarland Jr.,RB,PIT,0,0,4500,4000,0,0,0,0,0,0,0,0,0
Collin Johnson,WR,NYG,0,0,4500,3000,0,0,0,0,0,0,0,0,0
Chris Streveler,QB,ARI,0,0,6100,4000,0,0,0,0,0,0,0,0,0
Dan Chisena,WR,MIN,0,0,4500,3000,0,0,0,0,0,0,0,0,0
Easton Stick,QB,LAC,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Jake Luton,QB,SEA,0,0,6000,4600,0,0,0,0,0,0,0,0,0
P.J. Walker,QB,CAR,0,0,6100,4000,0,0,0,0,0,0,0,0,0
Logan Woodside,QB,TEN,0,0,6000,4000,0,0,0,0,0,0,0,0,0
Tyler Huntley,QB,BAL,0,0,6100,4500,0,0,0,0,0,0,0,0,0
John Wolford,QB,LA,0,0,6100,4100,0,0,0,0,0,0,0,0,0
Matt Cole,WR,NYJ,0,0,4500,,0,0,0,0,0,0,0,0,0
Rashod Bateman,WR,BAL,0,0,4700,3000,0,0,0,0,0,0,0,0,0
Jordan Love,QB,GB,0,0,6200,4700,0,0,0,0,0,0,0,0,0
D'Wayne Eskridge,WR,SEA,0,0,4800,,0,0,0,0,0,0,0,0,0
Jacob Eason,QB,IND,0,0,6200,3900,0,0,0,0,0,0,0,0,0
Khalil Herbert,RB,CHI,0,0,,4000,0,0,0,0,0,0,0,0,0
Ihmir Smith-Marsette,WR,MIN,0,0,,3000,0,0,0,0,0,0,0,0,0
