PLAYER,TEAM,POSITION,POINTS_FD,POINTS_DK,POINTS_YH,SALARY_FD,SALARY_DK,SALARY_YH,SLATE_MAIN,SLATE_THU_MON,SLATE_SUN_EARLY,SLATE_SUN_MON,SLATE_AFTERNOON,SLATE_SUN_TURBO,DIFF_DK,COLOR_DK,DIFF_FD,COLOR_FD,DIFF_YH,COLOR_YH
Justice Hill,BAL,RB,0.41,0.47,0.41,5200,4000,10,1,1,1,1,0,1,13.25,#BABAF1,12.25,#BCBCF1,11.75,#B1B1EF
Byron Pringle,KC,WR,0.27,0.33,0.27,4600,3000,10,1,1,1,1,1,1,10,#D5D5F7,8.75,#DBDBF8,8.75,#D0D0F6
Trent Taylor,SF,WR,0.26,0.33,0.26,4600,3000,10,1,1,1,1,1,1,10,#D5D5F7,8.75,#DBDBF8,9,#CDCDF5
Khari Blasingame,TEN,RB,0.24,0.31,0.24,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11,#C7C7F4,12,#AEAEEE
Ryan Nall,CHI,RB,0.27,0.31,0.27,4600,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.75,#C0C0F2,11.75,#B1B1EF
Andre Roberts,BUF,WR,0.26,0.29,0.26,4500,3000,10,1,1,1,0,1,1,10,#D5D5F7,8.75,#DBDBF8,9,#CDCDF5
Justin Watson,TB,WR,0.22,0.27,0.22,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Marcus Johnson,IND,WR,0.19,0.23,0.19,4600,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Robert Foster,WSH,WR,0.2,0.22,0.2,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Noah Togiai,IND,TE,0.15,0.18,0.15,4000,2500,,1,1,1,1,1,1,8,#E6E6FA,6.25,#F1F1FC,,
Luke Stocker,ATL,TE,0.14,0.17,0.14,4000,2500,10,1,1,1,1,1,1,8,#E6E6FA,6.25,#F1F1FC,8,#D8D8F7
Foster Moreau,LV,TE,0.14,0.16,0.14,4100,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Ricky Seals-Jones,KC,TE,0.14,0.16,0.14,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Jaylen Samuels,PIT,RB,0.11,0.15,0.11,4500,4000,10,1,1,0,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
LeSean McCoy,TB,RB,0.1,0.14,0.1,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Qadree Ollison,ATL,RB,0.11,0.14,0.11,4600,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.75,#C0C0F2,12,#AEAEEE
Richard Rodgers,PHI,TE,0.11,0.14,0.11,4900,2700,13,1,1,1,1,1,1,8.5,#E2E2F9,8,#E2E2F9,9,#CDCDF5
Darrius Shepherd,GB,WR,0.1,0.13,0.1,4600,,10,1,1,1,1,1,1,,,8.75,#DBDBF8,9,#CDCDF5
Senorise Perry,TEN,RB,0.1,0.13,0.1,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Trey Edmunds,PIT,RB,0.1,0.13,0.1,4500,4000,10,1,1,0,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
A.J. Dillon,GB,RB,0.09,0.12,0.09,4600,4000,,1,1,1,1,1,1,13.5,#B8B8F0,12,#BEBEF2,,
Corey Clement,PHI,RB,0.09,0.12,0.09,4600,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,12,#BEBEF2,12,#AEAEEE
Darwin Thompson,KC,RB,0.09,0.12,0.09,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Devine Ozigbo,JAC,RB,0.09,0.12,0.09,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Dexter Williams,GB,RB,0.09,0.12,0.09,4500,,,1,1,1,1,1,1,,,11.25,#C5C5F3,,
Jason Huntley,PHI,RB,0.09,0.12,0.09,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Ke'Shawn Vaughn,TB,RB,0.09,0.12,0.09,4600,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,12,#BEBEF2,12,#AEAEEE
Alex Collins,SEA,RB,0.09,0.11,0.09,4700,,,1,1,1,1,1,1,,,12,#BEBEF2,,
Andrew Beck,DEN,RB,0.08,0.11,0.08,4000,2500,10,1,1,1,1,1,1,10.75,#CFCFF5,10.5,#CBCBF5,12.25,#ACACEE
Artavis Pierce,CHI,RB,0.09,0.11,0.09,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Austin Walter,SF,RB,0.09,0.11,0.09,,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,,,12,#AEAEEE
Bisi Johnson,MIN,WR,0.09,0.11,0.09,4700,3200,10,1,1,1,1,1,1,10.5,#D1D1F6,9,#D9D9F7,9,#CDCDF5
Buddy Howell,HOU,RB,0.08,0.11,0.08,4500,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12.25,#ACACEE
Chris Hogan,NYJ,WR,0.08,0.11,0.08,4500,,10,1,1,1,1,1,1,,,8.75,#DBDBF8,9,#CDCDF5
Colin Thompson,CAR,TE,0.08,0.11,0.08,,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,,,8,#D8D8F7
Cullen Gillaspia,HOU,RB,0.08,0.11,0.08,4500,,,1,1,1,1,1,1,,,11.25,#C5C5F3,,
Darrynton Evans,TEN,RB,0.09,0.11,0.09,4600,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,12,#BEBEF2,12,#AEAEEE
Jason Moore,LAC,WR,0.09,0.11,0.09,4500,,,1,1,1,1,1,1,,,8.75,#DBDBF8,,
Lamar Miller,CHI,RB,0.09,0.11,0.09,4600,,,1,1,1,1,1,1,,,12,#BEBEF2,,
Parris Campbell,IND,WR,0.11,0.11,0.11,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Patrick Laird,MIA,RB,0.09,0.11,0.09,4700,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,12,#BEBEF2,12,#AEAEEE
Rico Gafford,LV,WR,0.08,0.11,0.08,,,10,1,1,1,1,1,1,,,,,9,#CDCDF5
T.J. Yeldon,BUF,RB,0.09,0.11,0.09,4500,4000,10,1,1,1,0,1,1,13.5,#B8B8F0,11.25,#C5C5F3,12,#AEAEEE
Tajae Sharpe,MIN,WR,0.09,0.11,0.09,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Trent Sherfield,ARI,WR,0.08,0.11,0.08,4600,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Troymaine Pope,LAC,RB,0.09,0.11,0.09,4700,4000,10,1,1,1,1,1,1,13.5,#B8B8F0,12,#BEBEF2,12,#AEAEEE
Virgil Green,LAC,TE,0.08,0.11,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Zach Gentry,PIT,TE,0.08,0.11,0.08,4000,2500,10,1,1,0,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Antonio Gandy-Golden,WSH,WR,0.07,0.1,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Antony Auclair,TB,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Blake Bell,DAL,TE,0.07,0.1,0.07,4000,2600,10,1,1,1,1,1,1,8.75,#E0E0F9,6.25,#F1F1FC,8,#D8D8F7
Darrell Daniels,ARI,TE,0.08,0.1,0.08,4200,2500,,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,,
Derek Carrier,LV,TE,0.07,0.1,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Gabe Nabers,LAC,RB,0.08,0.1,0.08,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Isaac Nauta,DET,TE,0.08,0.1,0.08,4200,,,1,1,1,1,1,1,,,6.25,#F1F1FC,,
J.J. Arcega-Whiteside,PHI,WR,0.08,0.1,0.08,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
J.P. Holtz,CHI,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Jake Kumerow,BUF,WR,0.08,0.1,0.08,4500,3000,10,1,1,1,0,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Jeff Badet,WSH,WR,0.07,0.1,0.07,,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,,,9,#CDCDF5
Maxx Williams,ARI,TE,0.07,0.1,0.07,4200,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Mike Boone,MIN,RB,0.08,0.1,0.08,4900,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,12.5,#B9B9F1,12.25,#ACACEE
Mike Thomas,CIN,WR,0.08,0.1,0.08,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Reggie Gilliam,BUF,TE,0.07,0.1,0.07,4100,2500,10,1,1,1,0,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Taiwan Jones,BUF,RB,0.08,0.1,0.08,4500,4000,10,1,1,1,0,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Tanner Hudson,TB,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Terry Godwin,JAC,WR,0.08,0.1,0.08,4500,,,1,1,1,1,1,1,,,8.75,#DBDBF8,,
Tommy Sweeney,BUF,TE,0.07,0.1,0.07,4000,2500,,1,1,1,0,1,1,8.25,#E4E4F9,6.25,#F1F1FC,,
Ty Montgomery,NO,RB,0.08,0.1,0.08,4600,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,12,#BEBEF2,12.25,#ACACEE
Tyler Davis,JAC,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Tyler Kroft,BUF,TE,0.07,0.1,0.07,4500,2500,10,1,1,1,0,1,1,8.25,#E4E4F9,7.5,#E6E6FA,8,#D8D8F7
Austin Mack,NYG,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Brandon Dillon,MIN,TE,0.07,0.09,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Cethan Carter,CIN,TE,0.07,0.09,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Chandler Cox,MIA,RB,0.06,0.09,0.06,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Dan Chisena,MIN,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Dante Pettis,NYG,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Demetrius Harris,CHI,TE,0.07,0.09,0.07,4100,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Diontae Spencer,DEN,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Jeremy Sprinkle,WSH,TE,0.07,0.09,0.07,4100,2600,10,1,1,1,1,1,1,8.75,#E0E0F9,6.25,#F1F1FC,8,#D8D8F7
K.J. Osborn,MIN,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Kevin White,SF,WR,0.07,0.09,0.07,,,,1,1,1,1,1,1,,,,,,
Laquon Treadwell,ATL,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Levine Toilolo,NYG,TE,0.07,0.09,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Malik Turner,DAL,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Miles Boykin,BAL,WR,0.07,0.09,0.07,4600,3000,10,1,1,1,1,0,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
River Cracraft,SF,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Temarrick Hemingway,WSH,TE,0.07,0.09,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Vyncint Smith,NYJ,WR,0.07,0.09,0.07,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Chris Moore,BAL,WR,0.06,0.08,0.06,4500,3000,10,1,1,1,1,0,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Daniel Brown,NYJ,TE,0.06,0.08,0.06,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
DeAndrew White,BAL,WR,0.06,0.08,0.06,4500,3000,10,1,1,1,1,0,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Deonte Harris,NO,WR,0.06,0.08,0.06,4600,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Garrett Griffin,NO,TE,0.06,0.08,0.06,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Isaiah Zuber,NE,WR,0.06,0.08,0.06,4500,,,1,1,1,1,1,1,,,8.75,#DBDBF8,,
Jake Butt,DEN,TE,0.06,0.08,0.06,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Johnny Mundt,LA,TE,0.06,0.08,0.06,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Lawrence Cager,NYJ,WR,0.06,0.08,0.06,4500,,,1,1,1,1,1,1,,,8.75,#DBDBF8,,
Marquez Callaway,NO,WR,0.06,0.08,0.06,4600,3000,,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,,
Matt Slater,NE,WR,0.06,0.08,0.06,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Bennie Fowler,NO,WR,0.05,0.07,0.05,4500,3000,10,1,1,1,1,1,1,10.25,#D3D3F6,8.75,#DBDBF8,9,#CDCDF5
Eno Benjamin,ARI,RB,0.06,0.07,0.06,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Jonathan Ward,ARI,RB,0.06,0.07,0.06,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Nathan Cottrell,JAC,RB,0.05,0.07,0.05,,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,,,12.25,#ACACEE
Dwayne Washington,NO,RB,0.05,0.06,0.05,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Rico Dowdle,DAL,RB,0.05,0.06,0.05,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
A.J. McCarron,HOU,QB,0,0,0,6000,4400,20,1,1,1,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Antonio Gibson,WSH,RB,0,0,0,6700,6700,26,1,1,1,1,1,1,19.5,#8585E7,16,#9A9AEB,16.25,#8383E6
Ben DiNucci,DAL,QB,0,0,0,6200,4800,20,1,1,1,1,1,1,18.5,#8E8EE8,18.25,#8686E7,18.5,#6C6CE2
Blaine Gabbert,TB,QB,0,0,0,6000,4300,20,1,1,1,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Brett Hundley,ARI,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Brett Rypien,DEN,QB,0,0,0,6100,4800,20,1,1,1,1,1,1,18.5,#8E8EE8,18.25,#8686E7,18.5,#6C6CE2
Brian Hoyer,NE,QB,0,0,0,6100,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Bryce Love,WSH,RB,0,0,0,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
C.J. Beathard,SF,QB,0,0,0,6200,4700,20,1,1,1,1,1,1,18.25,#9090E9,18.25,#8686E7,18.5,#6C6CE2
Carson Wentz,PHI,QB,0,0,0,6700,5100,24,1,1,1,1,1,1,19.25,#8787E7,19.5,#7B7BE5,19.75,#5F5FDF
Chad Henne,KC,QB,0,0,0,6000,4100,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Charlie Woerner,SF,TE,0,0,0,4000,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Chase Daniel,DET,QB,0,0,0,6000,4700,20,1,1,1,1,1,1,18.25,#9090E9,18.25,#8686E7,18.5,#6C6CE2
Chris Streveler,ARI,QB,0,0,0,6000,4900,20,1,1,1,1,1,1,18.5,#8E8EE8,18.25,#8686E7,18.5,#6C6CE2
Chris Thompson,JAC,RB,0,0,0,4800,4000,11,1,1,1,1,1,1,13.75,#B5B5F0,12,#BEBEF2,12.25,#ACACEE
Christian McCaffrey,CAR,RB,0,0,0,10000,9200,37,1,1,1,1,1,1,25.25,#5555DE,23.75,#5555DE,20.75,#5555DE
Colt McCoy,NYG,QB,0,0,0,6500,5000,21,1,1,1,1,1,1,19.25,#8787E7,19,#8080E6,18.5,#6C6CE2
Cooper Rush,DAL,QB,0,0,0,6000,,,1,1,1,1,1,1,,,18.25,#8686E7,,
Curtis Samuel,CAR,WR,0,0,0,5900,5200,19,1,1,1,1,1,1,14.75,#ADADEE,11,#C7C7F4,12.25,#ACACEE
D.J. Moore,CAR,WR,0,0,0,7100,5600,20,1,1,1,1,1,1,14.75,#ADADEE,13.75,#AEAEEE,12.25,#ACACEE
David Blough,DET,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
DeSean Jackson,PHI,WR,0,0,0,4500,3000,14,1,1,1,1,1,1,10.5,#D1D1F6,9,#D9D9F7,11,#B9B9F1
Denzel Mims,NYJ,WR,0,0,0,5600,4100,16,1,1,1,1,1,1,12.5,#C0C0F2,10.5,#CBCBF5,11.5,#B3B3F0
Devonta Freeman,NYG,RB,0,0,0,5000,4600,12,1,1,1,1,1,1,14.25,#B1B1EF,12.5,#B9B9F1,12.25,#ACACEE
Drew Brees,NO,QB,0,0,0,7000,6100,29,1,1,1,1,1,1,20.5,#7D7DE5,20,#7676E4,20.25,#5A5ADE
Dwayne Haskins,WSH,QB,0,0,0,6400,4800,20,1,1,1,1,1,1,18.5,#8E8EE8,19,#8080E6,18.5,#6C6CE2
Easton Stick,LAC,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Gardner Minshew,JAC,QB,0,0,0,6600,5600,27,1,1,1,1,1,1,20.25,#7F7FE5,19,#8080E6,20.25,#5A5ADE
Garrett Gilbert,DAL,QB,0,0,0,6300,4700,20,1,1,1,1,1,1,18.25,#9090E9,18.5,#8484E6,18.5,#6C6CE2
Geno Smith,SEA,QB,0,0,0,6000,4500,20,1,1,1,1,1,1,17.75,#9494E9,18.25,#8686E7,18.5,#6C6CE2
Isaiah Coulter,HOU,WR,0,0,0,4600,3000,10,1,1,1,1,1,1,10.5,#D1D1F6,9,#D9D9F7,9.25,#CBCBF4
J.J. Taylor,NE,RB,0,0,0,4600,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,12,#BEBEF2,12.25,#ACACEE
Jake Luton,JAC,QB,0,0,0,6200,4700,20,1,1,1,1,1,1,18.25,#9090E9,18.25,#8686E7,18.5,#6C6CE2
Jameis Winston,NO,QB,0,0,0,6500,5200,24,1,1,1,1,1,1,19.25,#8787E7,19,#8080E6,19.75,#5F5FDF
Jarrett Stidham,NE,QB,0,0,0,6100,4800,20,1,1,1,1,1,1,18.5,#8E8EE8,18.25,#8686E7,18.5,#6C6CE2
Jeff Driskel,DEN,QB,0,0,0,6100,4600,,1,1,1,1,1,1,18.25,#9090E9,18.25,#8686E7,,
Jeremy Cox,DEN,RB,0,0,0,,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,,,12.25,#ACACEE
Joe Flacco,NYJ,QB,0,0,0,6300,4900,20,1,1,1,1,1,1,18.5,#8E8EE8,18.5,#8484E6,18.5,#6C6CE2
Joe Mixon,CIN,RB,0,0,0,7200,5900,19,1,1,1,1,1,1,17.5,#9696EA,17,#9191E9,15,#9090E9
John Brown,BUF,WR,0,0,0,5600,3700,,1,1,1,0,1,1,11.25,#CBCBF4,10.5,#CBCBF5,,
Jordan Thomas,NE,TE,0,0,0,4200,2500,10,1,1,1,1,1,1,8.25,#E4E4F9,6.25,#F1F1FC,8,#D8D8F7
Josh McCown,HOU,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Joshua Dobbs,PIT,QB,0,0,0,6000,,,1,1,0,1,1,1,,,18.25,#8686E7,,
Julian Edelman,NE,WR,0,0,0,5500,4600,,1,1,1,1,1,1,13.75,#B5B5F0,10.5,#CBCBF5,,
Julio Jones,ATL,WR,0,0,0,7600,6600,31,1,1,1,1,1,1,17,#9A9AEB,15,#A3A3EC,16.5,#8181E6
Kyle Rudolph,MIN,TE,0,0,0,4800,2900,11,1,1,1,1,1,1,9.25,#DCDCF8,7.75,#E4E4F9,8.5,#D2D2F6
La'Mical Perine,NYJ,RB,0,0,0,5000,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,12.5,#B9B9F1,12.25,#ACACEE
Logan Woodside,TEN,QB,0,0,0,6000,4200,20,1,1,1,1,1,1,17.75,#9494E9,18.25,#8686E7,18.5,#6C6CE2
Marcus Mariota,LV,QB,0,0,0,6000,4100,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Mason Rudolph,PIT,QB,0,0,0,6100,4300,20,1,1,0,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Matt Barkley,BUF,QB,0,0,0,6100,4100,20,1,1,1,0,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Matt Schaub,ATL,QB,0,0,0,6000,4300,20,1,1,1,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Nate Sudfeld,PHI,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Nathan Peterman,LV,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Nick Foles,CHI,QB,0,0,0,6800,5300,20,1,1,1,1,1,1,19.5,#8585E7,19.75,#7979E4,18.5,#6C6CE2
Nsimba Webster,LA,WR,0,0,0,4500,3000,10,1,1,1,1,1,1,10.5,#D1D1F6,9,#D9D9F7,9.25,#CBCBF4
Olamide Zaccheaus,ATL,WR,0,0,0,4700,3000,10,1,1,1,1,1,1,10.5,#D1D1F6,9,#D9D9F7,9.25,#CBCBF4
P.J. Walker,CAR,QB,0,0,0,6400,5100,20,1,1,1,1,1,1,19.25,#8787E7,19,#8080E6,18.5,#6C6CE2
Penny Hart,SEA,WR,0,0,0,4500,3000,10,1,1,1,1,1,1,10.5,#D1D1F6,9,#D9D9F7,9.25,#CBCBF4
Preston Williams,MIA,WR,0,0,0,4900,3800,10,1,1,1,1,1,1,11.5,#C9C9F4,9.25,#D7D7F7,9.25,#CBCBF4
Randall Cobb,HOU,WR,0,0,0,5400,3000,10,1,1,1,1,1,1,10.5,#D1D1F6,10.5,#CBCBF5,9.25,#CBCBF4
Raymond Calais,LA,RB,0,0,0,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
Ryan Finley,CIN,QB,0,0,0,6500,4300,20,1,1,1,1,1,1,17.5,#9696EA,19,#8080E6,18.5,#6C6CE2
Ryan Fitzpatrick,MIA,QB,0,0,0,6500,5200,26,1,1,1,1,1,1,19.25,#8787E7,19,#8080E6,19.75,#5F5FDF
Ryan Griffin,TB,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Salvon Ahmed,MIA,RB,0,0,0,5400,4800,15,1,1,1,1,1,1,15.25,#A9A9ED,13.25,#B3B3EF,12.75,#A6A6ED
Sean Mannion,MIN,QB,0,0,0,6000,4300,20,1,1,1,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Tim Boyle,GB,QB,0,0,0,6000,4400,20,1,1,1,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Trace McSorley,BAL,QB,0,0,0,6000,4100,22,1,1,1,1,0,1,17.25,#9898EA,18.25,#8686E7,19,#6767E1
Trevor Siemian,NO,QB,0,0,0,6000,4000,20,1,1,1,1,1,1,17.25,#9898EA,18.25,#8686E7,18.5,#6C6CE2
Tyler Bray,CHI,QB,0,0,0,6000,,,1,1,1,1,1,1,,,18.25,#8686E7,,
Tyrod Taylor,LAC,QB,0,0,0,6200,5200,20,1,1,1,1,1,1,19.25,#8787E7,18.25,#8686E7,18.5,#6C6CE2
Will Grier,CAR,QB,0,0,0,6000,4400,20,1,1,1,1,1,1,17.5,#9696EA,18.25,#8686E7,18.5,#6C6CE2
Xavier Jones,LA,RB,0,0,0,4500,4000,10,1,1,1,1,1,1,13.75,#B5B5F0,11.25,#C5C5F3,12.25,#ACACEE
