PLAYER,TEAM,POSITION,POINTS_FD,POINTS_DK,POINTS_YH,SALARY_FD,SALARY_DK,SALARY_YH,SLATE_MAIN,SLATE_THU_MON,SLATE_SUN_EARLY,SLATE_SUN_MON,SLATE_AFTERNOON,SLATE_SUN_TURBO,DIFF_DK,COLOR_DK,DIFF_FD,COLOR_FD,DIFF_YH,COLOR_YH
Joshua Kelley,LAC,RB,3.22,3.56,3.22,5200,4000,12,1,1,1,1,1,1,8.5,#D1D1F6,7.75,#D5D5F7,9,#CCCCF5
Ross Dwelley,SF,TE,2.85,3.53,2.85,,2500,10,1,1,1,1,1,1,4.75,#F8F8FD,,,4.25,#FDFDFE
Philadelphia D/ST,PHI,DST,3.51,3.51,3.51,3400,2300,16,1,1,1,1,1,1,3.75,#FFF7E9,4,#FDFDFE,7.25,#DEDEF8
Alfred Morris,NYG,RB,3.15,3.45,3.15,4700,4000,10,1,1,1,1,1,1,8.5,#D1D1F6,6.75,#E0E0F9,8.75,#CFCFF5
Justin Jackson,LAC,RB,3.07,3.45,3.07,5000,4000,11,1,1,1,1,1,1,8.5,#D1D1F6,8,#D2D2F6,9.25,#C9C9F4
Kahale Warring,HOU,TE,2.72,3.4,2.72,4000,2500,10,1,1,1,1,1,1,4.75,#F8F8FD,3.5,#FFF5E4,4.5,#FAFAFE
Dion Lewis,NYG,RB,2.64,3.39,2.64,4900,4000,10,1,1,1,1,1,1,8.5,#D1D1F6,8,#D2D2F6,9.25,#C9C9F4
Jalen Guyton,LAC,WR,2.78,3.38,2.78,4900,3100,10,1,1,1,1,1,1,6.5,#E6E6FA,6,#E8E8FA,6.5,#E6E6FA
Irv Smith Jr.,MIN,TE,2.73,3.34,2.73,4900,3200,15,1,1,1,1,1,1,6.5,#E6E6FA,5,#F3F3FC,6,#EBEBFB
Mohamed Sanu,DET,WR,2.6,3.3,2.6,4900,3000,10,1,1,1,1,1,1,6.5,#E6E6FA,6.25,#E5E5FA,6.5,#E6E6FA
Cedrick Wilson,DAL,WR,2.66,3.26,2.66,,,10,0,1,1,1,1,1,,,,,6.5,#E6E6FA
Alex Erickson,CIN,WR,2.56,3.25,2.56,4500,3000,10,1,1,1,1,1,1,6.5,#E6E6FA,5.75,#EBEBFB,6.75,#E3E3F9
Laquon Treadwell,ATL,WR,2.55,3.23,2.55,,,,1,1,1,1,1,1,,,,,,
Troymaine Pope,LAC,RB,2.76,3.22,2.76,4700,4000,10,1,1,1,1,1,1,8.75,#CFCFF5,7.25,#DADAF8,9.25,#C9C9F4
Boston Scott,PHI,RB,2.86,3.2,2.86,5700,6000,13,1,1,1,1,1,1,12.5,#A7A7ED,9.5,#C2C2F3,9.75,#C4C4F3
Dontrelle Inman,WSH,WR,2.54,3.17,2.54,,3200,10,1,1,1,1,1,1,6.75,#E3E3F9,,,6.75,#E3E3F9
Darren Fells,HOU,TE,2.56,3.15,2.56,4800,2700,10,1,1,1,1,1,1,5,#F5F5FD,5.25,#F0F0FC,4.5,#FAFAFE
Peyton Barber,WSH,RB,3.02,3.14,3.02,,4000,10,1,1,1,1,1,1,8.75,#CFCFF5,,,9,#CCCCF5
Denver D/ST,DEN,DST,3.13,3.13,3.13,,1900,10,1,1,0,1,1,1,3.5,#FFF1D9,,,5.5,#F0F0FC
Jeremy McNichols,TEN,RB,2.61,3.13,2.61,4700,4000,10,1,1,1,1,1,1,8.75,#CFCFF5,7.5,#D8D8F7,9.5,#C7C7F4
Darrel Williams,KC,RB,2.45,3.05,2.45,,4000,10,1,1,1,1,1,1,9,#CCCCF5,,,9.5,#C7C7F4
Mike Thomas,CIN,WR,2.42,3.01,2.42,4500,3000,10,1,1,1,1,1,1,6.75,#E3E3F9,5.75,#EBEBFB,6.75,#E3E3F9
Geoff Swaim,TEN,TE,2.37,2.98,2.37,4000,2500,10,1,1,1,1,1,1,5.25,#F3F3FC,4,#FDFDFE,4.75,#F8F8FD
Tyler Conklin,MIN,TE,2.37,2.89,2.37,4000,2500,10,1,1,1,1,1,1,5.25,#F3F3FC,4,#FDFDFE,4.75,#F8F8FD
Equanimeous St. Brown,GB,WR,2.37,2.82,2.37,4500,3500,10,1,1,1,1,1,1,8,#D7D7F7,5.75,#EBEBFB,6.75,#E3E3F9
C.J. Board,NYG,WR,2.17,2.76,2.17,4500,3000,10,1,1,1,1,1,1,7,#E1E1F9,6,#E8E8FA,7,#E1E1F9
Cam Sims,WSH,WR,2.24,2.76,2.24,,3000,11,1,1,1,1,1,1,7,#E1E1F9,,,7.75,#D9D9F7
Adam Trautman,NO,TE,2.17,2.69,2.17,4300,2500,10,1,1,1,1,1,1,5.5,#F0F0FC,4.75,#F5F5FD,5,#F5F5FD
Zay Jones,LV,WR,2.13,2.64,2.13,4700,3000,10,1,1,1,1,1,1,7.25,#DEDEF8,6.75,#E0E0F9,7,#E1E1F9
Jaeden Graham,ATL,TE,2.05,2.57,2.05,4000,2500,10,1,1,1,1,1,1,5.75,#EEEEFB,4.25,#FBFBFE,5,#F5F5FD
Jeff Wilson,SF,RB,2.34,2.57,2.34,,4000,16,1,1,1,1,1,1,9.5,#C7C7F4,,,11.5,#B2B2EF
Collin Johnson,JAC,WR,2.03,2.56,2.03,5000,3300,11,1,1,1,1,1,1,7.75,#D9D9F7,7.25,#DADAF8,8,#D7D7F7
Adam Shaheen,MIA,TE,2.07,2.54,2.07,4500,2500,10,1,1,1,1,1,1,5.75,#EEEEFB,5,#F3F3FC,5,#F5F5FD
Kalif Raymond,TEN,WR,2.03,2.5,2.03,4600,3000,10,1,1,1,1,1,1,7.25,#DEDEF8,6.25,#E5E5FA,7.25,#DEDEF8
Riley Ridley,CHI,WR,1.98,2.48,1.98,4500,3000,10,1,1,1,1,1,1,7.25,#DEDEF8,6.25,#E5E5FA,7.25,#DEDEF8
Nick Vannett,DEN,TE,1.93,2.46,1.93,,2500,10,1,1,0,1,1,1,5.75,#EEEEFB,,,5.25,#F3F3FC
Kerryon Johnson,DET,RB,2.07,2.36,2.07,5200,4400,11,1,1,1,1,1,1,11,#B7B7F0,9,#C7C7F4,10.25,#BFBFF2
De'Michael Harris,IND,WR,1.86,2.29,1.86,4600,3000,10,1,1,1,1,1,1,7.5,#DCDCF8,6.5,#E3E3F9,7.25,#DEDEF8
Taywan Taylor,CLE,WR,1.82,2.26,1.82,4500,3000,10,1,1,1,1,1,1,7.5,#DCDCF8,6.5,#E3E3F9,7.5,#DCDCF8
Lynn Bowden Jr.,MIA,WR,1.93,2.23,1.93,4500,3000,10,1,1,1,1,1,1,7.5,#DCDCF8,6.25,#E5E5FA,7.25,#DEDEF8
Richie James,SF,WR,1.83,2.2,1.83,,3300,10,1,1,1,1,1,1,8,#D7D7F7,,,7.25,#DEDEF8
Kyle Juszczyk,SF,RB,1.75,2.15,1.75,,4000,10,1,1,1,1,1,1,9.75,#C4C4F3,,,10.25,#BFBFF2
Durham Smythe,MIA,TE,1.68,2.07,1.68,4300,2500,10,1,1,1,1,1,1,6.25,#E8E8FA,5.25,#F0F0FC,5.5,#F0F0FC
Donald Parham Jr.,LAC,TE,1.62,2.01,1.62,4300,2500,10,1,1,1,1,1,1,6.25,#E8E8FA,5.25,#F0F0FC,5.5,#F0F0FC
Chad Beebe,MIN,WR,1.6,1.97,1.6,5300,3500,10,1,1,1,1,1,1,9,#CCCCF5,8.25,#D0D0F5,7.5,#DCDCF8
Jace Sternberger,GB,TE,1.58,1.97,1.58,4300,2900,10,1,1,1,1,1,1,6.75,#E3E3F9,5.25,#F0F0FC,5.5,#F0F0FC
Tevin Coleman,SF,RB,1.79,1.93,1.79,,4400,11,1,1,1,1,1,1,11.25,#B5B5F0,,,10.5,#BCBCF1
Bisi Johnson,MIN,WR,1.51,1.85,1.51,4700,3700,13,1,1,1,1,1,1,9,#CCCCF5,7.25,#DADAF8,8.5,#D1D1F6
Marcedes Lewis,GB,TE,1.51,1.85,1.51,4200,2500,10,1,1,1,1,1,1,6.5,#E6E6FA,4.75,#F5F5FD,5.75,#EEEEFB
Freddie Swain,SEA,WR,1.46,1.81,1.46,4700,3000,10,1,1,1,1,1,1,8,#D7D7F7,7.25,#DADAF8,7.75,#D9D9F7
James O'Shaughnessy,JAC,TE,1.41,1.8,1.41,4100,2500,10,1,1,1,1,1,1,6.5,#E6E6FA,5,#F3F3FC,5.75,#EEEEFB
Maxx Williams,ARI,TE,1.41,1.78,1.41,4200,2500,10,1,1,1,1,1,1,6.5,#E6E6FA,5,#F3F3FC,5.75,#EEEEFB
Ray-Ray McCloud,PIT,WR,1.46,1.78,1.46,,,,1,1,1,1,1,1,,,,,,
Trayveon Williams,CIN,RB,1.47,1.77,1.47,4500,4000,10,1,1,1,1,1,1,10.25,#BFBFF2,8.5,#CDCDF5,10.5,#BCBCF1
Malcolm Perry,MIA,RB,1.37,1.73,1.37,4500,4000,10,1,1,1,1,1,1,10.25,#BFBFF2,8.75,#CACAF4,10.75,#BABAF1
Brandon Powell,ATL,WR,1.43,1.69,1.43,4700,3000,10,1,1,1,1,1,1,8,#D7D7F7,7.25,#DADAF8,7.75,#D9D9F7
Deon Yelder,KC,TE,1.3,1.6,1.3,,2500,10,1,1,1,1,1,1,6.75,#E3E3F9,,,5.75,#EEEEFB
Sony Michel,NE,RB,1.48,1.6,1.48,5300,4000,10,1,1,1,1,1,1,10.25,#BFBFF2,10,#BCBCF1,10.5,#BCBCF1
Cameron Batson,TEN,WR,1.25,1.54,1.25,4500,3000,10,1,1,1,1,1,1,8.25,#D4D4F6,7,#DDDDF8,8,#D7D7F7
Jamal Agnew,DET,WR,1.2,1.46,1.2,4600,3000,10,1,1,1,1,1,1,8.25,#D4D4F6,7,#DDDDF8,8,#D7D7F7
Richard Rodgers,PHI,TE,1.07,1.34,1.07,5200,3300,11,1,1,1,1,1,1,8.75,#CFCFF5,7.25,#DADAF8,6.75,#E3E3F9
Tajae Sharpe,MIN,WR,1.09,1.33,1.09,4500,3000,10,1,1,1,1,1,1,8.5,#D1D1F6,7.25,#DADAF8,8,#D7D7F7
Ben Ellefson,JAC,TE,1.03,1.29,1.03,4000,2500,10,1,1,1,1,1,1,7,#E1E1F9,5.25,#F0F0FC,6.25,#E8E8FA
Devine Ozigbo,JAC,RB,1,1.21,1,4600,4000,10,1,1,1,1,1,1,10.75,#BABAF1,9,#C7C7F4,11,#B7B7F0
Christian Blake,ATL,WR,0.95,1.2,0.95,4600,3000,10,1,1,1,1,1,1,8.5,#D1D1F6,7.25,#DADAF8,8.25,#D4D4F6
C.J. Ham,MIN,RB,0.97,1.19,0.97,4500,4000,10,1,1,1,1,1,1,10.75,#BABAF1,9,#C7C7F4,11,#B7B7F0
Jesse James,DET,TE,0.96,1.19,0.96,4300,2500,10,1,1,1,1,1,1,7,#E1E1F9,5.75,#EBEBFB,6.25,#E8E8FA
Jason Witten,LV,TE,0.92,1.17,0.92,4200,2500,10,1,1,1,1,1,1,7,#E1E1F9,5.5,#EDEDFB,6.25,#E8E8FA
Blake Bell,DAL,TE,0.9,1.13,0.9,,,10,0,1,1,1,1,1,,,,,6.25,#E8E8FA
Alec Ingold,LV,RB,0.85,1.11,0.85,4500,4000,10,1,1,1,1,1,1,10.75,#BABAF1,9.25,#C5C5F3,11.25,#B5B5F0
Noah Brown,DAL,WR,0.87,1.11,0.87,,,10,0,1,1,1,1,1,,,,,8.25,#D4D4F6
Quintez Cephus,DET,WR,0.87,1.11,0.87,4700,3000,10,1,1,1,1,1,1,8.75,#CFCFF5,8,#D2D2F6,8.25,#D4D4F6
Antonio Gandy-Golden,WSH,WR,0.9,1.07,0.9,,3000,10,1,1,1,1,1,1,8.75,#CFCFF5,,,8.25,#D4D4F6
Donovan Peoples-Jones,CLE,WR,0.85,1.04,0.85,4600,3000,10,1,1,1,1,1,1,8.75,#CFCFF5,7.5,#D8D8F7,8.25,#D4D4F6
Stephen Carlson,CLE,TE,0.82,1,0.82,4000,2500,10,1,1,1,1,1,1,7.25,#DEDEF8,5.5,#EDEDFB,6.25,#E8E8FA
Royce Freeman,DEN,RB,0.8,0.96,0.8,,4000,11,1,1,0,1,1,1,11,#B7B7F0,,,11.5,#B2B2EF
Jacoby Brissett,IND,QB,0.87,0.91,0.87,6000,4400,20,1,1,1,1,1,1,15.5,#8989E7,15.75,#7E7EE5,17.25,#7777E4
Van Jefferson,LA,WR,0.75,0.91,0.75,4800,3000,11,1,1,1,1,1,1,9,#CCCCF5,8,#D2D2F6,9.25,#C9C9F4
C.J. Prosise,HOU,RB,0.74,0.9,0.74,4900,4000,10,1,1,1,1,1,1,11,#B7B7F0,10,#BCBCF1,11.25,#B5B5F0
Ryan Nall,CHI,RB,0.73,0.9,0.73,4800,4000,10,1,1,1,1,1,1,11,#B7B7F0,10,#BCBCF1,11.25,#B5B5F0
Tyron Johnson,LAC,WR,0.73,0.89,0.73,4800,3000,10,1,1,1,1,1,1,9,#CCCCF5,8,#D2D2F6,8.5,#D1D1F6
Trevon Wesco,NYJ,TE,0.71,0.86,0.71,4100,2500,10,1,1,1,1,1,1,7.5,#DCDCF8,5.75,#EBEBFB,6.5,#E6E6FA
Joe Reed,LAC,WR,0.72,0.85,0.72,4500,3000,10,1,1,1,1,1,1,9,#CCCCF5,7.5,#D8D8F7,8.5,#D1D1F6
Andy Janovich,CLE,RB,0.63,0.8,0.63,4500,4000,10,1,1,1,1,1,1,11.25,#B5B5F0,9.25,#C5C5F3,11.5,#B2B2EF
Derek Carrier,LV,TE,0.61,0.75,0.61,4000,2500,10,1,1,1,1,1,1,7.5,#DCDCF8,5.75,#EBEBFB,6.5,#E6E6FA
Dalton Keene,NE,TE,0.59,0.73,0.59,4000,2500,10,1,1,1,1,1,1,7.5,#DCDCF8,5.75,#EBEBFB,6.5,#E6E6FA
Corey Clement,PHI,RB,0.55,0.69,0.55,4700,4000,10,1,1,1,1,1,1,11.25,#B5B5F0,9.5,#C2C2F3,11.5,#B2B2EF
Isaiah Wright,WSH,WR,0.47,0.62,0.47,,3000,10,1,1,1,1,1,1,9.25,#C9C9F4,,,8.75,#CFCFF5
Darrius Shepherd,GB,WR,0.5,0.61,0.5,4600,3000,10,1,1,1,1,1,1,9.25,#C9C9F4,7.75,#D5D5F7,8.75,#CFCFF5
Keith Smith,ATL,RB,0.46,0.61,0.46,4500,4000,10,1,1,1,1,1,1,11.25,#B5B5F0,9.5,#C2C2F3,11.5,#B2B2EF
Vance McDonald,PIT,TE,0.49,0.61,0.49,,2700,10,1,1,1,1,1,1,7.75,#D9D9F7,,,6.75,#E3E3F9
Deonte Harris,NO,WR,0.47,0.6,0.47,4800,3000,10,1,1,1,1,1,1,9.25,#C9C9F4,8.25,#D0D0F5,8.75,#CFCFF5
Lee Smith,BUF,TE,0.47,0.6,0.47,,2500,10,1,1,1,1,0,1,7.75,#D9D9F7,,,6.75,#E3E3F9
Jalen Hurts,PHI,QB,0.55,0.59,0.55,6900,5300,20,1,1,1,1,1,1,18.25,#6C6CE2,17.75,#6868E1,17.5,#7474E3
Jake Butt,DEN,TE,0.47,0.58,0.47,,2500,10,1,1,0,1,1,1,7.75,#D9D9F7,,,6.75,#E3E3F9
Travis Homer,SEA,RB,0.47,0.58,0.47,4600,4000,10,1,1,1,1,1,1,11.5,#B2B2EF,9.5,#C2C2F3,11.5,#B2B2EF
D'Onta Foreman,TEN,RB,0.49,0.57,0.49,4800,4000,10,1,1,1,1,1,1,11.5,#B2B2EF,10.25,#B9B9F1,11.5,#B2B2EF
Cethan Carter,CIN,TE,0.44,0.56,0.44,4000,2500,10,1,1,1,1,1,1,7.75,#D9D9F7,6,#E8E8FA,6.75,#E3E3F9
David Njoku,CLE,TE,0.46,0.56,0.46,4700,2500,12,1,1,1,1,1,1,7.75,#D9D9F7,6.75,#E0E0F9,7.5,#DCDCF8
Josh Hill,NO,TE,0.45,0.56,0.45,4200,2500,10,1,1,1,1,1,1,7.75,#D9D9F7,6,#E8E8FA,6.75,#E3E3F9
Kalen Ballage,LAC,RB,0.46,0.53,0.46,5100,4000,13,1,1,1,1,1,1,11.5,#B2B2EF,10.5,#B7B7F0,12.25,#AAAAEE
KeeSean Johnson,ARI,WR,0.42,0.53,0.42,4700,3000,10,1,1,1,1,1,1,9.25,#C9C9F4,8.5,#CDCDF5,8.75,#CFCFF5
Chris Hogan,NYJ,WR,0.41,0.52,0.41,4500,3000,10,1,1,1,1,1,1,9.25,#C9C9F4,7.75,#D5D5F7,8.75,#CFCFF5
Levine Toilolo,NYG,TE,0.4,0.51,0.4,4000,2500,10,1,1,1,1,1,1,7.75,#D9D9F7,6,#E8E8FA,6.75,#E3E3F9
Elijhaa Penny,NYG,RB,0.38,0.48,0.38,4500,4000,10,1,1,1,1,1,1,11.5,#B2B2EF,9.5,#C2C2F3,11.75,#AFAFEF
Dontrell Hilliard,CLE,RB,0.37,0.46,0.37,4500,4000,10,1,1,1,1,1,1,11.5,#B2B2EF,9.75,#BFBFF2,11.75,#AFAFEF
Michael Burton,NO,RB,0.36,0.46,0.36,4500,4000,10,1,1,1,1,1,1,11.5,#B2B2EF,9.75,#BFBFF2,11.75,#AFAFEF
Gabe Nabers,LAC,RB,0.31,0.41,0.31,4500,4000,10,1,1,1,1,1,1,11.5,#B2B2EF,9.75,#BFBFF2,11.75,#AFAFEF
Nick Keizer,KC,TE,0.26,0.33,0.26,,2500,10,1,1,1,1,1,1,8,#D7D7F7,,,7,#E1E1F9
Patrick Laird,MIA,RB,0.27,0.33,0.27,4800,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10.25,#B9B9F1,11.75,#AFAFEF
Jakob Johnson,NE,RB,0.25,0.3,0.25,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,9.75,#BFBFF2,11.75,#AFAFEF
Andre Roberts,BUF,WR,0.25,0.28,0.25,,3000,10,1,1,1,1,0,1,9.5,#C7C7F4,,,9,#CCCCF5
Rashaad Penny,SEA,RB,0.22,0.26,0.22,4500,4000,14,1,1,1,1,1,1,11.75,#AFAFEF,9.75,#BFBFF2,12.5,#A7A7ED
Ameer Abdullah,MIN,RB,0.21,0.25,0.21,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,9.75,#BFBFF2,11.75,#AFAFEF
Mike Boone,MIN,RB,0.21,0.24,0.21,4600,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,9.75,#BFBFF2,11.75,#AFAFEF
Pharaoh Brown,HOU,TE,0.2,0.24,0.2,4500,2500,10,1,1,1,1,1,1,8,#D7D7F7,7,#DDDDF8,7,#E1E1F9
DeeJay Dallas,SEA,RB,0.19,0.23,0.19,4900,4000,13,1,1,1,1,1,1,11.75,#AFAFEF,10.5,#B7B7F0,12.5,#A7A7ED
Marcus Johnson,IND,WR,0.19,0.23,0.19,4600,3000,10,1,1,1,1,1,1,9.5,#C7C7F4,8,#D2D2F6,9,#CCCCF5
Jeff Badet,WSH,WR,0.17,0.22,0.17,,3000,10,1,1,1,1,1,1,9.5,#C7C7F4,,,9,#CCCCF5
Derek Watt,PIT,RB,0.15,0.19,0.15,,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,,,11.75,#AFAFEF
Virgil Green,LAC,TE,0.16,0.19,0.16,4000,2500,10,1,1,1,1,1,1,8,#D7D7F7,6.25,#E5E5FA,7,#E1E1F9
Foster Moreau,LV,TE,0.15,0.18,0.15,4100,2500,10,1,1,1,1,1,1,8,#D7D7F7,6.25,#E5E5FA,7,#E1E1F9
Noah Togiai,IND,TE,0.14,0.17,0.14,4000,2500,10,1,1,1,1,1,1,8,#D7D7F7,6.25,#E5E5FA,7,#E1E1F9
Ricky Seals-Jones,KC,TE,0.14,0.17,0.14,,2500,10,1,1,1,1,1,1,8,#D7D7F7,,,7,#E1E1F9
Robert Foster,WSH,WR,0.14,0.16,0.14,,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,,,9,#CCCCF5
Jaylen Samuels,PIT,RB,0.12,0.15,0.12,,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,,,12,#ADADEE
Qadree Ollison,ATL,RB,0.11,0.15,0.11,4900,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10.75,#B4B4F0,12,#ADADEE
Anthony Sherman,KC,RB,0.11,0.14,0.11,,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,,,12,#ADADEE
Lamar Miller,CHI,RB,0.11,0.14,0.11,5400,,,1,1,1,1,1,1,,,11.5,#ACACEE,,
Rico Gafford,LV,WR,0.11,0.14,0.11,,,10,1,1,1,1,1,1,,,,,9,#CCCCF5
Artavis Pierce,CHI,RB,0.1,0.13,0.1,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Khari Blasingame,TEN,RB,0.1,0.13,0.1,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
D'Ernest Johnson,CLE,RB,0.09,0.12,0.09,4600,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Dare Ogunbowale,JAC,RB,0.09,0.12,0.09,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Darrynton Evans,TEN,RB,0.09,0.12,0.09,4600,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Trey Edmunds,PIT,RB,0.09,0.12,0.09,,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,,,12,#ADADEE
A.J. Dillon,GB,RB,0.09,0.11,0.09,4800,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10.5,#B7B7F0,12,#ADADEE
Alex Collins,SEA,RB,0.09,0.11,0.09,5100,,,1,1,1,1,1,1,,,10.75,#B4B4F0,,
Andrew Beck,DEN,RB,0.08,0.11,0.08,,,10,1,1,0,1,1,1,,,,,12,#ADADEE
Ashton Dulin,IND,WR,0.08,0.11,0.08,4500,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Austin Walter,SF,RB,0.09,0.11,0.09,,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,,,12,#ADADEE
Cullen Gillaspia,HOU,RB,0.08,0.11,0.08,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Darwin Thompson,KC,RB,0.09,0.11,0.09,,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,,,12,#ADADEE
Isaiah Ford,NE,WR,0.08,0.11,0.08,4600,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
J.J. Arcega-Whiteside,PHI,WR,0.09,0.11,0.09,4600,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
J.J. Taylor,NE,RB,0.09,0.11,0.09,4600,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Jason Huntley,PHI,RB,0.08,0.11,0.08,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Jason Moore,LAC,WR,0.09,0.11,0.09,4500,,,1,1,1,1,1,1,,,8.25,#D0D0F5,,
K.J. Hill,LAC,WR,0.09,0.11,0.09,4500,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
T.J. Yeldon,BUF,RB,0.09,0.11,0.09,,4000,10,1,1,1,1,0,1,11.75,#AFAFEF,,,12,#ADADEE
Terry Godwin,JAC,WR,0.08,0.11,0.08,4500,,10,1,1,1,1,1,1,,,8.25,#D0D0F5,9,#CCCCF5
Tyler Ervin,GB,RB,0.08,0.11,0.08,4600,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Austin Mack,NYG,WR,0.08,0.1,0.08,4600,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Charlie Woerner,SF,TE,0.08,0.1,0.08,,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,,,7,#E1E1F9
Dante Pettis,NYG,WR,0.08,0.1,0.08,4500,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Darrell Daniels,ARI,TE,0.08,0.1,0.08,4300,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.75,#E0E0F9,7,#E1E1F9
Devin Asiasi,NE,TE,0.07,0.1,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
Diontae Spencer,DEN,WR,0.08,0.1,0.08,,3000,10,1,1,0,1,1,1,9.75,#C4C4F3,,,9,#CCCCF5
Dwayne Washington,NO,RB,0.08,0.1,0.08,4500,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Isaac Nauta,DET,TE,0.07,0.1,0.07,4200,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
J.P. Holtz,CHI,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
Jake Kumerow,BUF,WR,0.08,0.1,0.08,,3000,10,1,1,1,1,0,1,9.75,#C4C4F3,,,9,#CCCCF5
Javon Wims,CHI,WR,0.08,0.1,0.08,4600,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Kaden Smith,NYG,TE,0.07,0.1,0.07,4100,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
Malik Taylor,GB,WR,0.08,0.1,0.08,4600,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Malik Turner,DAL,WR,0.08,0.1,0.08,,,10,0,1,1,1,1,1,,,,,9,#CCCCF5
MyCole Pruitt,TEN,TE,0.07,0.1,0.07,4000,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
Nick Westbrook-Ikhine,TEN,WR,0.08,0.1,0.08,4600,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Penny Hart,SEA,WR,0.08,0.1,0.08,4500,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Reggie Gilliam,BUF,TE,0.07,0.1,0.07,,2500,10,1,1,1,1,0,1,8.25,#D4D4F6,,,7,#E1E1F9
River Cracraft,SF,WR,0.08,0.1,0.08,,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,,,9,#CCCCF5
Stephen Anderson,LAC,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
Taiwan Jones,BUF,RB,0.08,0.1,0.08,,4000,10,1,1,1,1,0,1,11.75,#AFAFEF,,,12,#ADADEE
Temarrick Hemingway,WSH,TE,0.08,0.1,0.08,,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,,,7,#E1E1F9
Tommy Sweeney,BUF,TE,0.07,0.1,0.07,,2500,10,1,1,1,1,0,1,8.25,#D4D4F6,,,7,#E1E1F9
Trent Sherfield,ARI,WR,0.08,0.1,0.08,4500,3000,10,1,1,1,1,1,1,9.75,#C4C4F3,8.25,#D0D0F5,9,#CCCCF5
Ty Montgomery,NO,RB,0.08,0.1,0.08,4600,4000,10,1,1,1,1,1,1,11.75,#AFAFEF,10,#BCBCF1,12,#ADADEE
Tyler Davis,JAC,TE,0.08,0.1,0.08,4000,2500,10,1,1,1,1,1,1,8.25,#D4D4F6,6.25,#E5E5FA,7,#E1E1F9
